source_type,source_id,name,series,series_source_id,genre,rarity,image_url,favorites,archetype,stats,potency,elemental_type,elemental_resistances
mal,245443,Pancho,Adachi to Shimamura,39790,Anime,1,https://cdn.myanimelist.net/images/characters/5/543056.jpg,1,Ally,"{""hp"": 94, ""atk"": 89, ""mag"": 94, ""vit"": 89, ""spr"": 92, ""int"": 90, ""spd"": 88, ""lck"": 95}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,180116,Taeko Nagafuji,Adachi to Shimamura,39790,Anime,2,https://cdn.myanimelist.net/images/characters/3/420716.jpg,30,Ally,"{""hp"": 90, ""atk"": 93, ""mag"": 88, ""vit"": 92, ""spr"": 93, ""int"": 82, ""spd"": 87, ""lck"": 90}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,180117,Akira Hino,Adachi to Shimamura,39790,Anime,2,https://cdn.myanimelist.net/images/characters/8/409841.jpg,9,Ally,"{""hp"": 88, ""atk"": 87, ""mag"": 92, ""vit"": 90, ""spr"": 84, ""int"": 92, ""spd"": 86, ""lck"": 92}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,176798,Yashiro Chikama,Adachi to Shimamura,39790,Anime,2,https://cdn.myanimelist.net/images/characters/6/522112.jpg,36,Oracle,"{""hp"": 62, ""atk"": 48, ""mag"": 106, ""vit"": 60, ""spr"": 122, ""int"": 138, ""spd"": 102, ""lck"": 147}","{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""S"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""S""}","[""light"", ""void""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""resist"", ""light"": ""resist"", ""dark"": ""weak""}"
mal,202392,Atsuka Adachi,Adachi to Shimamura,39790,Anime,1,https://cdn.myanimelist.net/images/characters/13/455640.jpg,1,Ally,"{""hp"": 87, ""atk"": 88, ""mag"": 93, ""vit"": 90, ""spr"": 88, ""int"": 91, ""spd"": 91, ""lck"": 91}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,118717,Hougetsu Shimamura,Adachi to Shimamura,39790,Anime,3,https://cdn.myanimelist.net/images/characters/15/278228.jpg,531,Sage,"{""hp"": 69, ""atk"": 58, ""mag"": 102, ""vit"": 67, ""spr"": 120, ""int"": 127, ""spd"": 93, ""lck"": 87}","{""Mage"": ""B"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""water""]","{""fire"": ""resist"", ""water"": ""resist"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""weak"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,245430,Yoshika Shimamura,Adachi to Shimamura,39790,Anime,1,https://cdn.myanimelist.net/images/characters/12/543043.jpg,1,Ally,"{""hp"": 91, ""atk"": 86, ""mag"": 89, ""vit"": 93, ""spr"": 93, ""int"": 84, ""spd"": 91, ""lck"": 96}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,189061,Tarumi,Adachi to Shimamura,39790,Anime,1,https://cdn.myanimelist.net/images/characters/11/425320.jpg,1,Trickster,"{""hp"": 70, ""atk"": 86, ""mag"": 91, ""vit"": 66, ""spr"": 69, ""int"": 76, ""spd"": 129, ""lck"": 129}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""S"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""dark""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}"
mal,150916,Reina Aharen,Aharen-san wa Hakarenai,49520,Anime,3,https://cdn.myanimelist.net/images/characters/7/370529.jpg,676,Ninja,"{""hp"": 64, ""atk"": 101, ""mag"": 71, ""vit"": 65, ""spr"": 71, ""int"": 66, ""spd"": 126, ""lck"": 135}","{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""S""}","[""void""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""resist"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,186395,Eru Aharen,Aharen-san wa Hakarenai,49520,Anime,1,https://cdn.myanimelist.net/images/characters/5/474769.jpg,22,Trickster,"{""hp"": 67, ""atk"": 88, ""mag"": 103, ""vit"": 66, ""spr"": 64, ""int"": 83, ""spd"": 132, ""lck"": 131}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""S"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""wind""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""weak"", ""wind"": ""resist"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,186390,Futaba,Aharen-san wa Hakarenai,49520,Anime,1,https://cdn.myanimelist.net/images/characters/2/597246.jpg,4,Ally,"{""hp"": 88, ""atk"": 91, ""mag"": 89, ""vit"": 93, ""spr"": 90, ""int"": 91, ""spd"": 86, ""lck"": 86}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,184667,Miyahira-sensei,Aharen-san wa Hakarenai,49520,Anime,1,https://cdn.myanimelist.net/images/characters/6/476738.jpg,4,Healer,"{""hp"": 69, ""atk"": 58, ""mag"": 69, ""vit"": 73, ""spr"": 95, ""int"": 102, ""spd"": 65, ""lck"": 80}","{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""D"", ""Specialist"": ""D""}","[""light""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}"
mal,184666,Riku Tamanaha,Aharen-san wa Hakarenai,49520,Anime,2,https://cdn.myanimelist.net/images/characters/4/573186.jpg,20,Ally,"{""hp"": 94, ""atk"": 86, ""mag"": 88, ""vit"": 87, ""spr"": 91, ""int"": 94, ""spd"": 81, ""lck"": 94}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,184663,Mitsuki Ooshiro,Aharen-san wa Hakarenai,49520,Anime,2,https://cdn.myanimelist.net/images/characters/13/459768.jpg,19,Champion,"{""hp"": 93, ""atk"": 103, ""mag"": 90, ""vit"": 98, ""spr"": 90, ""int"": 86, ""spd"": 100, ""lck"": 95}","{""Mage"": ""C"", ""Attacker"": ""B"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""B"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,184665,Hanako Satou,Aharen-san wa Hakarenai,49520,Anime,2,https://cdn.myanimelist.net/images/characters/6/462996.jpg,6,Ally,"{""hp"": 93, ""atk"": 84, ""mag"": 86, ""vit"": 96, ""spr"": 84, ""int"": 88, ""spd"": 86, ""lck"": 86}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,204012,Toubaru-sensei,Aharen-san wa Hakarenai,49520,Anime,1,https://cdn.myanimelist.net/images/characters/3/476739.jpg,37,Healer,"{""hp"": 67, ""atk"": 58, ""mag"": 67, ""vit"": 68, ""spr"": 103, ""int"": 102, ""spd"": 65, ""lck"": 80}","{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""D"", ""Specialist"": ""D""}","[""light""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}"
mal,159247,Chiho Kagari,Akkun to Kanojo,36864,Anime,2,https://cdn.myanimelist.net/images/characters/16/359699.jpg,14,Ally,"{""hp"": 86, ""atk"": 88, ""mag"": 87, ""vit"": 90, ""spr"": 90, ""int"": 86, ""spd"": 92, ""lck"": 89}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,161915,Tsugumi Katagiri,Akkun to Kanojo,36864,Anime,1,https://cdn.myanimelist.net/images/characters/2/424181.jpg,1,Ally,"{""hp"": 88, ""atk"": 89, ""mag"": 92, ""vit"": 88, ""spr"": 93, ""int"": 91, ""spd"": 95, ""lck"": 91}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,159245,Non Katagiri,Akkun to Kanojo,36864,Anime,3,https://cdn.myanimelist.net/images/characters/3/355583.jpg,67,Healer,"{""hp"": 68, ""atk"": 61, ""mag"": 68, ""vit"": 65, ""spr"": 108, ""int"": 98, ""spd"": 69, ""lck"": 80}","{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""D"", ""Specialist"": ""D""}","[""light""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}"
mal,163929,Konagi Irie,Akkun to Kanojo,36864,Anime,1,https://cdn.myanimelist.net/images/characters/12/362097.jpg,5,Ally,"{""hp"": 87, ""atk"": 86, ""mag"": 90, ""vit"": 87, ""spr"": 88, ""int"": 91, ""spd"": 89, ""lck"": 91}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
