source_type,source_id,name,english_name,creator,media_type,image_link,genres,synopsis,favorites,members,score,processed_at
mal,32555,Stella no Mahou,Magic of Stella,"{""studio"": ""SILVER LINK.""}",anime,https://cdn.myanimelist.net/images/anime/3/81471l.jpg,Comedy|CGDCT|School|Video Game,"Upon enrolling in high school, Tamaki Honda joins a club for making doujin games known as the SNS Club. Joined by programmer Shiina, writer Ayame, and composer Kayo, Tamaki begins working as an illustrator for the club's next game.

(Source: Wikipedia)",64,41844,6.85,
mal,50694,Summer Pockets,Summer Pockets,"{""studio"": ""feel.""}",anime,https://cdn.myanimelist.net/images/anime/1691/148602l.jpg,Romance,"Far from the city's noise lies Torishirojima—a quaint and peaceful island where time seems to move slowly. Hairi Takahara, a young boy nursing a wounded heart, uses the recent death of his grandmother as a quiet reason to leave the city for a summer retreat to Torishirojima.

Upon reaching the island, Hairi finds himself surrounded by a refreshing, laid-back atmosphere, a far cry from the hustle and bustle he is used to. After moving in with his aunt, Kyouko Misaki, he prepares to spend the summer helping her sort through a shed full of artifacts his grandmother collected over the years alongside his cousin, Umi Katou, who is staying with them.

While adjusting to the island's slower pace, Hairi decides to spend his free time exploring. He soon meets the cheerful Tsumugi Wenders; the antisocial Shiroha Naruse; the wandering Kamome Kushima; and the sharp-tongued Ao Sorakado. Drawn into their lives and the island's subtle mysteries, Hairi is gradually swept up in a summer filled with fun, nostalgia, and life-changing moments that will stay with him forever.

[Written by MAL Rewrite]",582,63703,7.29,
mal,40685,Super Cub,Super Cub,"{""studio"": ""Studio Kai""}",anime,https://cdn.myanimelist.net/images/anime/1776/111172l.jpg,Slice of Life|CGDCT|Iyashikei|School,"Koguma, a reserved second-year high school student, has nothing—no parents, hobbies, friends, or goals. On her way home one afternoon, she visits a vehicle shop in hopes of acquiring a motor scooter. With only enough money to make ends meet, she is disheartened by the price tags and prepares to turn back. However, as she is about to leave, the shop's owner offers her a pre-owned Honda Super Cub for ten thousand yen. Believing that the motorcycle will help brighten her monotonous world, she accepts the deal. As Koguma journeys through her town on small adventures with her Super Cub, she begins to build irreplaceable friendships and eagerly advances toward her new life.

[Written by MAL Rewrite]",1087,127012,7.45,
mal,11757,Sword Art Online,Sword Art Online,"{""studio"": ""A-1 Pictures""}",anime,https://cdn.myanimelist.net/images/anime/11/39717l.jpg,Action|Adventure|Fantasy|Romance|Video Game,"Ever since the release of the innovative NerveGear, gamers from all around the globe have been given the opportunity to experience a completely immersive virtual reality. Sword Art Online (SAO), one of the most recent games on the console, offers a gateway into the wondrous world of Aincrad, a vivid, medieval landscape where users can do anything within the limits of imagination. With the release of this worldwide sensation, gaming has never felt more lifelike.

However, the idyllic fantasy rapidly becomes a brutal nightmare when SAO's creator traps thousands of players inside the game. The ""log-out"" function has been removed, with the only method of escape involving beating all of Aincrad's one hundred increasingly difficult levels. Adding to the struggle, any in-game death becomes permanent, ending the player's life in the real world.

While Kazuto ""Kirito"" Kirigaya was fortunate enough to be a beta-tester for the game, he quickly finds that despite his advantages, he cannot overcome SAO's challenges alone. Teaming up with Asuna Yuuki and other talented players, Kirito makes an effort to face the seemingly insurmountable trials head-on. But with difficult bosses and threatening dark cults impeding his progress, Kirito finds that such tasks are much easier said than done.

[Written by MAL Rewrite]",70133,3223424,7.22,
mal,21881,Sword Art Online II,Sword Art Online II,"{""studio"": ""A-1 Pictures""}",anime,https://cdn.myanimelist.net/images/anime/1223/121999l.jpg,Action|Adventure|Fantasy|Romance|Video Game,"A year after escaping Sword Art Online, Kazuto Kirigaya has been settling back into the real world. However, his peace is short-lived as a new incident occurs in a game called Gun Gale Online, where a player by the name of Death Gun appears to be killing people in the real world by shooting them in-game. Approached by officials to assist in investigating the murders, Kazuto assumes his persona of Kirito once again and logs into Gun Gale Online, intent on stopping the killer.

Once inside, Kirito meets Sinon, a highly skilled sniper afflicted by a traumatic past. She is soon dragged in his chase after Death Gun, and together they enter the Bullet of Bullets, a tournament where their target is sure to appear. Uncertain of Death Gun's real powers, Kirito and Sinon race to stop him before he has the chance to claim another life. Not everything goes smoothly, however, as scars from the past impede their progress. In a high-stakes game where the next victim could easily be one of them, Kirito puts his life on the line in the virtual world once more.

[Written by MAL Rewrite]",9493,2068006,6.71,
mal,45055,Taishou Otome Otogibanashi,Taisho Otome Fairy Tale,"{""studio"": ""SynergySP""}",anime,https://cdn.myanimelist.net/images/anime/1662/118849l.jpg,Comedy|Drama|Romance|Historical,"Self-styled pessimist Tamahiko Shima lives alone in the mountains of Chiba after losing the use of his right hand in the same car accident that took his mother's life. Deemed incapable by his father and other wealthy relatives, he has been forced into exile; he experiences idle days of reading and sleepless nights of irrepressible angst. True to the Shimas' famous pride and determined not to disgrace his family, Tamahiko is resigned to his new duty—stay in the mountains and wait for death to put an end to his suffering.

However, on one snowy night, Tamahiko's insomnia is interrupted by someone knocking at the door. He then meets the 14-year-old Yuzuki Tachibana, who announces that she has come to be his future wife! Suddenly, Tamahiko remembers his father promising to send him a bride to assist him with impediments to his daily life.

Although she was sold as a bride to repay her family's debts, Yuzuki proves to be thoughtful, diligent, and dedicated to Tamahiko. Will the world-weary teenager prove insensitive to the rare breeze of kindness her presence brings to his monotonous existence?

[Written by MAL Rewrite]",1223,164620,7.79,
mal,60489,Takopii no Genzai,Takopi's Original Sin,"{""studio"": ""Enishiya""}",anime,https://cdn.myanimelist.net/images/anime/1182/149879l.jpg,Drama|Sci-Fi|Psychological|Time Travel,"A squid-like creature, known as a Happian, leaves his home planet with the desire to spread happiness across the universe. He lands on Earth, but quickly finds himself in danger of captivity by its inhabitants. Fortunately, he is found by an unsmiling little girl named Shizuka Kuze, who feeds him and names him Takopii. Feeling indebted, Takopii decides to do everything in his power to bring a smile to her face.

The task is easier said than done, however. Shizuka is bullied by her classmates, she does not have a father, and her mother is never home—though the gravity of these issues flies over the naive Takopii's head. Even so, Shizuka does have one source of happiness: her dog Chappy. The connection Shizuka and Chappy share only increases Takopii's desire to make the girl smile.

While Takopii's attempts to lift Shizuka's spirits lead to unintended consequences, he is determined to take things into his own tentacles, test his understanding of human beings, and achieve his goal of spreading happiness.

[Written by MAL Rewrite]",3886,189055,8.89,
mal,21647,Tamako Love Story,,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/1417/91333l.jpg,Award Winning|Romance,"As the seasons pass by, the end of Mochizou Ooji's third and final school year quickly approaches. He aims to study at a university in Tokyo, but at the cost of leaving behind his loved ones—including his beloved childhood crush, Tamako Kitashirakawa. Having no such plans for the future, Tamako will merely remain in town to work at her family's humble mochi shop.

As the time for Mochizou's departure draws closer, the reserved young man must gather up the courage to confess his feelings to Tamako before it is too late—lest his love go unnoticed forever.

[Written by MAL Rewrite]",2340,415194,7.91,
mal,16417,Tamako Market,Tamako Market,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/1669/122434l.jpg,Slice of Life|Iyashikei,"Inside the Usagiyama Shopping District lies an eccentric but close-knit community of business owners. Tamako Kitashirakawa, a clumsy though adorable teenage girl, belongs to a family of mochi bakers who own a quaint shop called Tama-ya. One day, Tamako stumbles upon a talking bird that presents himself as royalty from a distant land. Dera Mochimazzi, as he calls himself, states that he’s seeking a bride for his country’s prince. Intent on his mission, Dera follows Tamako home and develops an addiction to mochi, becoming painfully overweight and subsequently unable to fly back to his homeland; thus, he takes up residence with Tamako's family and becomes the community’s beloved mascot.

Meanwhile, Tamako's friend, Mochizou Ooji, continues to hide his true feelings for her. Their fathers are fierce mochi rivals, but will it be enough to drive a wedge between Tamako and Mochizou? And just what will happen to Dera's task of finding his prince’s destined bride?

[Written by MAL Rewrite]",1683,451154,7.4,
mal,17879,Tamako Market Specials,,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/1482/123514l.jpg,Comedy,"Dera's Bar
Dera's Bar is a friendly establishment that welcomes only female patrons. Home to mellow music and captivating conversations, the owner—Dera Mochimazzi—serves up dashing compliments and inspiring wisdom to his customers. However, in reality, the bar allows Dera to talk about his ludicrous whims to Tamako Kitashirakawa and her friends, whose responses often lead the discussion into comical off-topic banter.    

Otchoko Choi-chan   
Exploring the world outside the tropical islands, Choi Mochimazzi passionately journals her experiences for the Prince. Choi's interest in her new friends' lifestyles spurs fruitful learning opportunities, yet growing accustomed to the different environment may be unexpectedly fascinating. 

[Written by MAL Rewrite]",10,36367,6.45,
mal,12445,Tasogare Otome x Amnesia,Dusk Maiden of Amnesia,"{""studio"": ""SILVER LINK.""}",anime,https://cdn.myanimelist.net/images/anime/12/64435l.jpg,Horror|Mystery|Romance|Supernatural|School,"Seikyou Private Academy, built on the intrigue of traditional occult myths, bears a dark past—for 60 years, it has been haunted by a ghost known as Yuuko, a young woman who mysteriously died in the basement of the old school building. With no memory of her life or death, Yuuko discreetly finds and heads the Paranormal Investigations Club in search of answers.

A chance meeting leads Yuuko to cling to diligent freshman Teiichi Niiya, who can see the quirky ghost. They quickly grow close, and he decides to help her. Along with Kirie Kanoe, Yuuko's relative, and the oblivious second year Momoe Okonogi, they delve deep into the infamous Seven Mysteries of the storied school.

[Written by MAL Rewrite]",4779,438160,7.81,
mal,14189,Tasogare Otome x Amnesia: Taima Otome,Dusk Maiden of Amnesia: Ghost Girl,"{""studio"": ""SILVER LINK.""}",anime,https://cdn.myanimelist.net/images/anime/6/65883l.jpg,Horror|Mystery|Romance|Supernatural|School,"Tired of Yuuko's antics for causing more ghost stories to be spread amongst the students, Kirie challenges her to a series of games which if Yuuko loses, she must behave.

(Source: Wikipedia)",125,84394,7.49,
mal,51536,The iDOLM@STER Cinderella Girls: U149,,"{""studio"": ""CygamesPictures""}",anime,https://cdn.myanimelist.net/images/anime/1875/133377l.jpg,Slice of Life|Idols (Female)|Music,"Mature grade school student Arisu Tachibana is an aspiring idol who receives an invitation from her company president to participate in the Third Entertainment Section—a new idol project. Arisu and eight other young girls soon meet their producer before beginning idol-related activities.

To the girls' surprise, their producer appears to be a childlike adult and nothing like what they had imagined. The producer, who is taking on the position for the first time, also had no idea that he would be meeting a group of short, young idols. The awkward situation leaves Arisu disappointed, and she wishes for a producer change.

However, the producer, with his genuine love for idols and his desire to see them shine, will not let this opportunity pass and expresses that he is serious about working with the girls. Thankfully, the young idols accept the producer after seeing his unwavering passion for idols, serving as the start of their journey to the stage of dreams.

[Written by MAL Rewrite]",178,18086,7.69,
mal,6213,Toaru Kagaku no Railgun,A Certain Scientific Railgun,"{""studio"": ""J.C.Staff""}",anime,https://cdn.myanimelist.net/images/anime/8/53581l.jpg,Action|Fantasy|Sci-Fi|Super Power|Urban Fantasy,"The student-filled Academy City is at the forefront of scientific advancement and home to the esper development program. The seven ""Level 5"" espers are the most powerful in Academy City, and ranked third among them is middle schooler Mikoto Misaka, an electricity manipulator known as ""The Railgun.""
 
When strange incidents begin occurring throughout the city, she finds each crime to be connected to the elusive ""Level Upper,"" a legendary device that allegedly increases the esper level of its user. As the situation escalates, it becomes apparent that there is more to the Level Upper than meets the eye, and that Academy City may be a far more twisted place than the glamorous utopia it appears to be.

Toaru Kagaku no Railgun focuses on Mikoto and her friends—and the dangerous situations they find themselves in—as they get caught up in the matter of the Level Upper. As Mikoto says, ""There's never a dull moment in this city.""

[Written by MAL Rewrite]",6084,636421,7.65,
mal,4654,Toaru Majutsu no Index,A Certain Magical Index,"{""studio"": ""J.C.Staff""}",anime,https://cdn.myanimelist.net/images/anime/2/75533l.jpg,Action|Fantasy|Sci-Fi|Super Power|Urban Fantasy,"Academy City, Japan, is at the forefront of science. Besides being 30 years ahead of the world technologically, more than three-fourths of this peculiar city's population consists of students developing their psychic abilities as espers in various institutions. Among these students is Touma Kamijou, a high school boy with the lowest psychic rank of zero, but with a mysterious power no scientist can understand: ""Imagine Breaker,"" which allows him to negate other supernatural abilities.
 
This, however, doesn't affect Kamijou's life in the least as he plays his role as a regular teenager; that is, until he meets the strange Index Librorum Prohibitorum, a young girl who has memorized the entirety of the forbidden grimoires, and now a dangerous organization is hunting Index down. With several magicians looking to harm the girl, Kamijou will defend his new companion at all costs as he discovers a strange new realm of the supernatural.

[Written by MAL Rewrite]",5701,851500,7.34,
mal,41389,Tonikaku Kawaii,Tonikawa: Over The Moon For You,"{""studio"": ""Seven Arcs""}",anime,https://cdn.myanimelist.net/images/anime/1613/108722l.jpg,Comedy|Romance,"Nasa Yuzaki is determined to leave his name in the history books. Ranking first in the national mock exam and aiming for a distinguished high school, he is certain that he has his whole life mapped out. However, fate is a fickle mistress. On his way home one snowy evening, Nasa's eyes fall upon a peerless beauty across the street. Bewitched, Nasa tries to approach her—only to get blindsided by an oncoming truck. 

Thankfully, his life is spared due to the girl's swift action. Bleeding by the side of an ambulance, he watches as the girl walks away under the moonlight—reminiscent of Princess Kaguya leaving for the moon. Refusing to let this chance meeting end, he forces his crippled body to chase after her and asks her out. Surprised by his foolhardiness and pure resolve, the girl accepts his confession under a single condition: they can only be together if he marries her!

[Written by MAL Rewrite]",10360,807595,7.85,
mal,50307,Tonikaku Kawaii 2nd Season,Tonikawa: Over The Moon For You Season 2,"{""studio"": ""Seven Arcs""}",anime,https://cdn.myanimelist.net/images/anime/1996/133361l.jpg,Comedy|Romance,"In the wake of their first home burning down, Nasa and Tsukasa Yuzaki are seeking temporary shelter at the Arisugawas' bathhouse. Though they have only been married for a short time, their relationship has only become sweeter by the day. Nasa is determined to spend as much time with his wife as possible, basking in the happiness of their marriage.

The newlyweds find new ways to explore their relationship. From adopting a cat, going to an amusement park, and even watching an impromptu romantic comedy featuring Nasa's former teacher, every day is a new experience. But while Tsukasa continues to meet the people in Nasa's life, Nasa has yet to meet more of Tsukasa's family. Though they appear to be the picture-perfect couple to everyone around them, Nasa begins to wonder if he will ever learn more about his wife's mysterious past.

[Written by MAL Rewrite]",2487,279208,7.62,
mal,4224,Toradora!,Toradora!,"{""studio"": ""J.C.Staff""}",anime,https://cdn.myanimelist.net/images/anime/13/22128l.jpg,Drama|Romance|Love Polygon|School,"Ryuuji Takasu is a gentle high school student with a love for housework; but in contrast to his kind nature, he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka, a small, doll-like student, who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality, Taiga is known throughout the school as the ""Palmtop Tiger.""

One day, an embarrassing mistake causes the two students to cross paths. Ryuuji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president, Yuusaku Kitamura, who happens to be his best friend. But things only get crazier when Ryuuji reveals that he has a crush on Minori Kushieda—Taiga's best friend!

Toradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes, forming an unlikely alliance in the process.

[Written by MAL Rewrite]",57870,2311625,8.05,
mal,11553,Toradora!: Bentou no Gokui,Toradora! Special,"{""studio"": ""J.C.Staff""}",anime,https://cdn.myanimelist.net/images/anime/1756/104652l.jpg,Comedy|Gourmet|School,"An unaired episode included in the Blu-ray box set.

Yuusaku brings an extravagant bento box to share with the class, which makes Ryuuji feel inferior about his own bento making skills. Desperate to beat his bentos, Ryuuji obsessively tries to compete against them to the point where he even brings a rice cooker to school. After Taiga brings him some salty onigiri, Ryuuji realises that the true meaning of bentos is not the taste, but the feelings that are put into it.

(Source: Wikipedia)",152,187092,7.43,
mal,59636,Uma Musume: Cinderella Gray,Umamusume: Cinderella Gray,"{""studio"": ""CygamesPictures""}",anime,https://cdn.myanimelist.net/images/anime/1626/148097l.jpg,Drama|Sports|Anthropomorphic|Racing,"Tokyo is the home of national-level horse girls and the next generation of running prodigies. Jou Kitahara, a rookie trainer with big dreams and modest expectations, does not expect to find talent in the quiet town of Kasamatsu—until he meets an ash-gray-haired girl with a wild, unconventional stride.

As a child with bad knees, Oguri Cap spent much of her early life in pain, struggling to stand. But through relentless perseverance, she overcame her limits and found liberation in the very thing that once seemed impossible: running. While the other horse girls at Kasamatsu chase victory and fame, Oguri runs without ambition, driven only by the joy of movement.

Fujimasa March, a rising regional star, commands attention with her discipline, talent, and tenacity. For her, running is a matter of pride. But when a school-organized race brings her face-to-face with Oguri's raw, unpolished stride, March's confidence begins to waver. In turn, something in Oguri shifts after racing March. For the first time, a spark of ambition ignites within her—a desire to win that will take her beyond the confines of her hometown to the grand stages waiting on the horizon.

[Written by MAL Rewrite]",592,52648,8.55,
mal,35249,Uma Musume: Pretty Derby,Umamusume: Pretty Derby,"{""studio"": ""P.A. Works""}",anime,https://cdn.myanimelist.net/images/anime/1478/91837l.jpg,Sports|Anthropomorphic|Racing,"Famous racehorses that have left behind worthy legacies, unique as they can be, are reincarnated as horse girls in a parallel world. In this life, they start their journey anew as they continue to race and perhaps relive the success they once lived through.

Aspiring to become the best racehorse in Japan, a horse girl named Special Week moves to Tokyo to enroll in the Tracen Academy—an institution that nurtures horse girls like her to become better racers. There, Special Week witnesses the sophisticated running style of Silence Suzuka and is inspired to become a racer like her. Shortly after, Special Week finds herself recruited into Silence Suzuka's team, Spica. From there, she begins her path to the top—one lap at a time.

[Written by MAL Rewrite]",859,188270,7.35,
mal,42941,Uma Musume: Pretty Derby Season 2,,"{""studio"": ""Studio Kai""}",anime,https://cdn.myanimelist.net/images/anime/1447/114282l.jpg,Sports|Anthropomorphic|Racing,"Within the horse-racing world, the horse girls of Team Spica have been gaining popularity as they continue to rack up victories. The one receiving the most attention in the group is Toukai Teiou, known for her cheerful personality and exceptional running skills. Teiou aims to become an undefeated Triple Crown horse girl by winning all three G1 races consecutively, a feat that has not been accomplished since the legendary Symbolic Rudolf managed to do so many years ago.

On her path to obtaining the Triple Crown, Teiou is met with many challenges, encountering both old and new rivals. Amidst her fierce rivalries, however, Teiou is soon confronted with decisions that will leave a huge impact on her very own racing career.

[Written by MAL Rewrite]",1270,79907,8.22,
mal,53526,Uma Musume: Pretty Derby Season 3,,"{""studio"": ""Studio Kai""}",anime,https://cdn.myanimelist.net/images/anime/1475/138948l.jpg,Sports|Anthropomorphic|Racing,"Since childhood, horse girls Kitasan Black and Satono Diamond have admired and aspired to be like their fellow horse girl named Tokai Teiou. Chasing their dreams, they enroll in Tracen Academy, an institution dedicated to training horse girls and preparing them for legendary races. Soon after, Kitasan Black lands on Team Spica, the same team as Teiou. Beaming with motivation, she remains undefeated until she fails to win her first Grade 1 (G1) race—the most prestigious type of race in the league—but she is determined to unleash her true potential as a horse girl.

Meanwhile, Satono Diamond comes from a long line of horse girls who, despite sporting incredible running prowess, have never won a G1 race. It is up to her to finally break this curse and bring the Satono clan the glory it deserves.

[Written by MAL Rewrite]",146,39940,7.68,
mal,4896,Umineko no Naku Koro ni,Umineko: When They Cry,"{""studio"": ""Studio Deen""}",anime,https://cdn.myanimelist.net/images/anime/10/17709l.jpg,Horror|Mystery|Supernatural|Suspense|Gore|Psychological,"Considered as the third installment in the highly popular When They Cry series by 07th Expansion, Umineko no Naku Koro ni takes place on the island of Rokkenjima, owned by the immensely wealthy Ushiromiya family. As customary per year, the entire family is gathering on the island for a conference that discusses the current financial situations of each respective person. Because of the family head's poor health, this year involves the topic of the head of the family's inheritance and how it will be distributed.

However, the family is unaware that the distribution of his wealth is the least of Ushiromiya Kinzou's (family head) concerns for this year's family conference. After being told that his end was approaching by his longtime friend and physician, Kinzou is desperate to meet his life's true love one last time: the Golden Witch, Beatrice. Having immersed himself in black magic for many of the later years in his life, Kinzou instigates a ceremony to revive his beloved upon his family's arrival on Rokkenjima. Soon after, a violent typhoon traps the family on the island and a string of mysterious murders commence, forcing the eighteen people on the island to fight for their lives in a deadly struggle between fantasy and reality.

[Written by MAL Rewrite]",1986,230453,7.02,
mal,32924,Urara Meirochou,Urara Meirocho,"{""studio"": ""J.C.Staff""}",anime,https://cdn.myanimelist.net/images/anime/6/84119l.jpg,Comedy|Fantasy|CGDCT,"Labyrinth Town is a legendary city composed of ten districts, home to witches and diviners alike. In the outermost district of this maze, many young girls begin training to join the ranks of the ""Urara,"" a group of women known far and wide for their ability to divine the answers to the world's most difficult questions. Chiya, a wild girl raised amongst the animals in the mountains, is invited to take her rightful place as a first rank urara. By joining them, she hopes to divine the location of her long-lost mother.

Chiya quickly makes three friends: studious Kon Tatsumi, aspiring witch Koume Yukimi, and reticent Nono Natsume. Armed with only their own ingenuity and a vague connection to the gods, they begin their journey in the way of the urara.

[Written by MAL Rewrite]",422,135993,7.1,
mal,33352,Violet Evergarden,Violet Evergarden,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/1795/95088l.jpg,Drama,"The Great War finally came to an end after four long years of conflict; fractured in two, the continent of Telesis slowly began to flourish once again. Caught up in the bloodshed was Violet Evergarden, a young girl raised for the sole purpose of decimating enemy lines. Hospitalized and maimed in a bloody skirmish during the War's final leg, she was left with only words from the person she held dearest, but with no understanding of their meaning.

Recovering from her wounds, Violet starts a new life working at CH Postal Services after a falling out with her new intended guardian family. There, she witnesses by pure chance the work of an ""Auto Memory Doll,"" amanuenses that transcribe people's thoughts and feelings into words on paper. Moved by the notion, Violet begins work as an Auto Memory Doll, a trade that will take her on an adventure, one that will reshape the lives of her clients and hopefully lead to self-discovery.

[Written by MAL Rewrite]",66655,1924855,8.69,
mal,39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Violet Evergarden: Eternity and the Auto Memory Doll,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/1667/112943l.jpg,Drama,"Isabella, the daughter of the noble York family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. However, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. Her family notices her struggling in her lessons and decides to hire Violet Evergarden to personally tutor her under the guise of a handmaiden. 

At first, Isabella treats Violet coldly. Violet seems to be able to do everything perfectly, leading Isabella to assume that she was born with a silver spoon. After some time together, Isabella begins to realize that Violet has had her own struggles and starts to open up to her. Isabella soon reveals that she has lost contact with her beloved younger sister, Taylor Bartlett, whom she yearns to see again. 

Having experienced the power of words through her past clientele, Violet asks if Isabella wishes to write a letter to Taylor. Will Violet be able to help Isabella convey her feelings to her long-lost sister?

[Written by MAL Rewrite]",1686,463160,8.42,
mal,37987,Violet Evergarden Movie,Violet Evergarden: The Movie,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/1825/110716l.jpg,Award Winning|Drama,"Several years have passed since the end of The Great War. As the radio tower in Leidenschaftlich continues to be built, telephones will soon become more relevant, leading to a decline in demand for ""Auto Memory Dolls."" Even so, Violet Evergarden continues to rise in fame after her constant success with writing letters. However, sometimes the one thing you long for is the one thing that does not appear.

Violet Evergarden Movie follows Violet as she continues to comprehend the concept of emotion and the meaning of love. At the same time, she pursues a glimmer of hope that the man who once told her, ""I love you,"" may still be alive even after the many years that have passed.

[Written by MAL Rewrite]",9407,690089,8.84,
mal,37095,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou","Violet Evergarden: The Day You Understand ""I Love You"" Will Surely Come","{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/9/89993l.jpg,Drama,"The CH Postal Company has just received a request to transcribe a love letter from Irma Felice, a famous opera singer. Accepting the task, Violet Evergarden visits Irma to write her letter. However, not only does Irma provide little information, she asks Violet to write based on her own feelings. Despite Violet's numerous attempts, Irma finds every version of the letter inadequate.

Violet consults her colleagues, and they help her out by writing love letters of their own. Yet even those are rejected by the opera singer. As a last resort, Violet asks Irma for her true thoughts and feelings, hoping to find the missing puzzle piece. Will the Auto Memory Doll be able to translate Irma's emotions into words?

[Written by MAL Rewrite]",959,359155,8.35,
mal,53672,Violet Evergarden: Recollections,Violet Evergarden: Recollections,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/1902/143097l.jpg,Drama,Recap of Violet Evergarden.,170,41745,8.38,
mal,30355,Wakaba*Girl,Wakaba Girl,"{""studio"": ""Nexus""}",anime,https://cdn.myanimelist.net/images/anime/2/74878l.jpg,Slice of Life|CGDCT|School,"Wakaba Kohashi, a sheltered rich girl, dreams of becoming a fashionable and trendy gyaru because she admires their outgoing and carefree nature. With this goal in mind, Wakaba begins the school year hoping to make her high school debut as a gyaru. On the first day of class, she meets the pure Moeko Tokita, the serious Nao Mashiba, and the eccentric Mao Kurokawa, and the four of them quickly become friends as they learn about and imitate each other's lifestyles.

Wakaba*Girl follows the adventures of these four friends while they experience events like school festivals, waterpark trips, and gym class tests. Along the way, Wakaba discovers what it is like to live as a regular student while Nao, Moeka, and Mao catch a glimpse into the life of a rich family. With never a dull moment in their lives, the four girls make sure to live each day to the fullest.

[Written by MAL Rewrite]",67,45593,6.88,
mal,38999,Watashi ni Tenshi ga Maiorita! Special,Wataten! an Angel Flew Down to Me Episode 13,"{""studio"": ""Doga Kobo""}",anime,https://cdn.myanimelist.net/images/anime/1057/98215l.jpg,Comedy|CGDCT|Otaku Culture,"Hinata Hoshino, Hana Shirosaki, and Noa Himesaka are off to the countryside for a camping trip. At Hinata's behest, her elder sister, Miyako, reluctantly tags along. Seeing how gloomy Miyako is, the trio do their best to get her to enjoy herself too.

Besides the camping trip, Watashi ni Tenshi ga Maiorita! Special contains three more short stories of the girls. Although their lives seem normal, one thing is certain: there is definitely no shortage of cuteness here!

[Written by MAL Rewrite]",25,32857,7.26,
mal,37786,Yagate Kimi ni Naru,Bloom Into You,"{""studio"": ""TROYCA""}",anime,https://cdn.myanimelist.net/images/anime/1783/96153l.jpg,Drama|Girls Love|School,"Yuu Koito has always been entranced with romantic shoujo manga and the lyrics of love songs. She patiently waits for the wings of love to sprout and send her heart aflutter on the day that she finally receives a confession. Yet, when her classmate from junior high declares his love for her during their graduation, she feels unexpectedly hollow. The realization hits her: she understands romance as a concept, but she is incapable of experiencing the feeling first-hand.
 
Now, having enrolled in high school, Yuu, disconcerted and dispirited, is still ruminating over how to respond to her suitor. There, she happens upon the seemingly flawless student council president, Touko Nanami, maturely rejecting a confession of her own. Stirred by Touko's elegant manner, Yuu approaches her for advice, only to be bewildered when the president confesses to her! Yuu quickly finds herself in the palm of Touko's hand, and unknowingly sets herself on a path to find the emotion which has long eluded her.

[Written by MAL Rewrite]",6833,370591,7.88,
mal,14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,My Teen Romantic Comedy SNAFU,"{""studio"": ""Brain's Base""}",anime,https://cdn.myanimelist.net/images/anime/1786/120117l.jpg,Comedy|Romance|Love Polygon|School,"Hachiman Hikigaya is an apathetic high school student with narcissistic and semi-nihilistic tendencies. He firmly believes that joyful youth is nothing but a farce, and everyone who says otherwise is just lying to themselves. 

In a novel punishment for writing an essay mocking modern social relationships, Hachiman's teacher forces him to join the Volunteer Service Club, a club that aims to extend a helping hand to any student who seeks their support in achieving their goals. With the only other club member being the beautiful ice queen Yukino Yukinoshita, Hachiman finds himself on the front line of other people's problems—a place he never dreamed he would be. As Hachiman and Yukino use their wits to solve many students' problems, will Hachiman's rotten view of society prove to be a hindrance or a tool he can use to his advantage?

[Written by MAL Rewrite]",30022,1524101,8.0,
