source_type,source_id,name,series,series_source_id,genre,rarity,image_url,about,favorites,processed_at,id
mal,165357,Kateika-bu Buchou,Anima Yell!,37206,Anime,1,https://cdn.myanimelist.net/images/characters/16/365650.jpg,,1,,
mal,165360,Tamako Nekoya,Anima Yell!,37206,Anime,1,https://cdn.myanimelist.net/images/characters/16/365651.jpg,,1,,
mal,165358,Akane Sawatari,Anima Yell!,37206,Anime,1,https://cdn.myanimelist.net/images/characters/5/365653.jpg,,1,,
mal,137663,Ren Ekoda,Anne Happy♪,31080,Anime,1,https://cdn.myanimelist.net/images/characters/2/374087.jpg,,43,,
mal,137662,Hibiki Hagyuu,Anne Happy♪,31080,Anime,1,https://cdn.myanimelist.net/images/characters/4/302614.jpg,,16,,
mal,137659,An Hanakoizumi,Anne Happy♪,31080,Anime,1,https://cdn.myanimelist.net/images/characters/9/302617.jpg,,97,,
mal,137660,Ruri Hibarigaoka,Anne Happy♪,31080,Anime,1,https://cdn.myanimelist.net/images/characters/11/302616.jpg,,64,,
mal,137661,Botan Kumegawa,Anne Happy♪,31080,Anime,1,https://cdn.myanimelist.net/images/characters/5/302615.jpg,,60,,
mal,140728,Sakura Hanakoizumi,Anne Happy♪,31080,Anime,1,https://cdn.myanimelist.net/images/characters/10/305026.jpg,,1,,
mal,138267, Kodaira,Anne Happy♪,31080,Anime,1,https://cdn.myanimelist.net/images/characters/14/304008.jpg,,4,,
mal,141848,Saginomiya,Anne Happy♪,31080,Anime,1,https://cdn.myanimelist.net/images/characters/5/306925.jpg,,1,,
mal,141849,Tsubaki Sayama,Anne Happy♪,31080,Anime,1,https://cdn.myanimelist.net/images/characters/16/306926.jpg,,2,,
mal,40593,Naruko Anjou,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9989,Anime,2,https://cdn.myanimelist.net/images/characters/10/121622.jpg,,1364,,
mal,40596,Tetsudou Hisakawa,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9989,Anime,2,https://cdn.myanimelist.net/images/characters/2/118996.jpg,,621,,
mal,40592,Meiko Honma,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9989,Anime,3,https://cdn.myanimelist.net/images/characters/16/115711.jpg,,5108,,
mal,40595,Chiriko Tsurumi,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9989,Anime,1,https://cdn.myanimelist.net/images/characters/9/118055.jpg,,222,,
mal,41944,Aki,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9989,Anime,1,https://cdn.myanimelist.net/images/characters/2/115768.jpg,,7,,
mal,42863,Irene Honma,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9989,Anime,1,https://cdn.myanimelist.net/images/characters/14/117116.jpg,,3,,
mal,42943,Touko Yadomi,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9989,Anime,1,https://cdn.myanimelist.net/images/characters/8/117122.jpg,,7,,
mal,176800,Ruri Ichigyou,Another World,40295,Anime,1,https://cdn.myanimelist.net/images/characters/4/411738.jpg,,306,,
mal,176802,Misuzu Kadenokouji,Another World,40295,Anime,1,https://cdn.myanimelist.net/images/characters/13/440600.jpg,,7,,
mal,208114,Yiyi Xu,Another World,40295,Anime,1,https://cdn.myanimelist.net/images/characters/8/492682.jpg,,1,,
mal,173698,Ayanami,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/12/396119.jpg,,170,,
mal,173697,Javelin,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/15/464822.jpg,,74,,
mal,171804,Laffey,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/3/437855.jpg,,393,,
mal,174536,Z23,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/9/395548.jpg,,123,,
mal,193299,Admiral Graf Spee,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/12/441665.jpg,,29,,
mal,175448,Akashi,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/2/418787.jpg,,40,,
mal,212900,Ark Royal,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/2/481793.jpg,,2,,
mal,174027,Baltimore,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/13/418788.jpg,,30,,
mal,173261,Belfast,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/8/496951.jpg,,313,,
mal,179600,Bismarck,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/5/403970.jpg,,116,,
mal,226251,Bremerton,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/14/551703.jpg,,5,,
mal,191265,Dunkerque,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/13/437569.jpg,,6,,
mal,191314,Formidable,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/2/437984.jpg,,67,,
mal,226240,Gascogne,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/5/505527.jpg,,1,,
mal,226478,Graf Zeppelin,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/16/505859.jpg,,2,,
mal,174913,Honolulu,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/2/462229.jpg,,18,,
mal,194840,Little Bel,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/7/453663.jpg,,3,,
mal,174657,Mikasa,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/11/437334.jpg,,9,,
mal,193297,Minneapolis,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/10/437570.jpg,,5,,
mal,175403,Nagato,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/16/478758.jpg,,42,,
mal,193862,North Carolina,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/11/441664.jpg,,5,,
mal,174202,Prinz Eugen,Azur Lane: Bisoku Zenshin!,40930,Anime,2,https://cdn.myanimelist.net/images/characters/5/391270.jpg,,679,,
mal,174385,Shoukaku,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/2/462286.jpg,,35,,
mal,204987,St. Louis,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/7/462230.jpg,,6,,
mal,193264,Taihou,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/3/437333.jpg,,112,,
mal,197894,Washington,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/5/452967.jpg,,1,,
mal,175214,Yukikaze,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/4/409621.jpg,,16,,
mal,174386,Zuikaku,Azur Lane: Bisoku Zenshin!,40930,Anime,1,https://cdn.myanimelist.net/images/characters/11/462682.jpg,,31,,
mal,209660,Rura Ruriha,Bad Girl,59161,Anime,1,https://cdn.myanimelist.net/images/characters/4/578218.jpg,,3,,
mal,209659,Suzu Suzukaze,Bad Girl,59161,Anime,1,https://cdn.myanimelist.net/images/characters/9/578219.jpg,,15,,
mal,209657,Yuu Yuutani,Bad Girl,59161,Anime,1,https://cdn.myanimelist.net/images/characters/2/578284.jpg,,10,,
mal,209661,Kiyoraka Sumiki,Bad Girl,59161,Anime,1,https://cdn.myanimelist.net/images/characters/5/588041.jpg,,1,,
mal,22052,Mayoi Hachikuji,Bakemonogatari,5081,Anime,3,https://cdn.myanimelist.net/images/characters/5/222381.jpg,,7384,,
mal,22055,Tsubasa Hanekawa,Bakemonogatari,5081,Anime,3,https://cdn.myanimelist.net/images/characters/3/288080.jpg,,11105,,
mal,22054,Suruga Kanbaru,Bakemonogatari,5081,Anime,3,https://cdn.myanimelist.net/images/characters/11/222449.jpg,,5022,,
mal,22050,Nadeko Sengoku,Bakemonogatari,5081,Anime,3,https://cdn.myanimelist.net/images/characters/2/264877.jpg,,4732,,
mal,22037,Hitagi Senjougahara,Bakemonogatari,5081,Anime,3,https://cdn.myanimelist.net/images/characters/11/287902.jpg,,40892,,
mal,24194,Karen Araragi,Bakemonogatari,5081,Anime,2,https://cdn.myanimelist.net/images/characters/9/295367.jpg,,1676,,
mal,24195,Tsukihi Araragi,Bakemonogatari,5081,Anime,2,https://cdn.myanimelist.net/images/characters/12/302728.jpg,,1345,,
mal,42362,Dramaturgie,Bakemonogatari,5081,Anime,1,https://cdn.myanimelist.net/images/characters/14/299492.jpg,,6,,
mal,42364,Guillotinecutter,Bakemonogatari,5081,Anime,1,https://cdn.myanimelist.net/images/characters/4/299490.jpg,,14,,
mal,23602,Shinobu Oshino,Bakemonogatari,5081,Anime,3,https://cdn.myanimelist.net/images/characters/16/234167.jpg,,33016,,
mal,22552,Meme Oshino,Bakemonogatari,5081,Anime,3,https://cdn.myanimelist.net/images/characters/7/532734.jpg,,3673,,
mal,32509,Father Senjougahara,Bakemonogatari,5081,Anime,1,https://cdn.myanimelist.net/images/characters/11/149571.jpg,,26,,
mal,206276,Hitori Gotou,Bocchi the Rock!,47917,Anime,3,https://cdn.myanimelist.net/images/characters/8/491455.jpg,,16222,,
mal,206277,Nijika Ijichi,Bocchi the Rock!,47917,Anime,3,https://cdn.myanimelist.net/images/characters/16/491305.jpg,,2697,,
mal,206279,Ikuyo Kita,Bocchi the Rock!,47917,Anime,3,https://cdn.myanimelist.net/images/characters/10/509914.jpg,,2675,,
mal,206278,Ryou Yamada,Bocchi the Rock!,47917,Anime,3,https://cdn.myanimelist.net/images/characters/16/491303.jpg,,4707,,
mal,218571,Futari Gotou,Bocchi the Rock!,47917,Anime,1,https://cdn.myanimelist.net/images/characters/10/493791.jpg,,121,,
mal,218555,Michiyo Gotou,Bocchi the Rock!,47917,Anime,1,https://cdn.myanimelist.net/images/characters/6/493792.jpg,,44,,
mal,218572,Naoki Gotou,Bocchi the Rock!,47917,Anime,1,https://cdn.myanimelist.net/images/characters/13/492128.jpg,,47,,
mal,206280,Kikuri Hiroi,Bocchi the Rock!,47917,Anime,3,https://cdn.myanimelist.net/images/characters/4/493846.jpg,,2278,,
mal,224568,Hitori's Fan #1,Bocchi the Rock!,47917,Anime,1,https://cdn.myanimelist.net/images/characters/15/502073.jpg,,12,,
mal,224569,Hitori's Fan #2,Bocchi the Rock!,47917,Anime,1,https://cdn.myanimelist.net/images/characters/6/502074.jpg,,8,,
mal,218547,Seika Ijichi,Bocchi the Rock!,47917,Anime,1,https://cdn.myanimelist.net/images/characters/6/491306.jpg,,367,,
mal,206282,Shima Iwashita,Bocchi the Rock!,47917,Anime,1,https://cdn.myanimelist.net/images/characters/10/496317.jpg,,7,,
mal,222760,Music Store Clerk,Bocchi the Rock!,47917,Anime,1,https://cdn.myanimelist.net/images/characters/4/498278.jpg,,4,,
mal,219766,PA-san,Bocchi the Rock!,47917,Anime,1,https://cdn.myanimelist.net/images/characters/3/502200.jpg,,459,,
mal,206281,Eliza Shimizu,Bocchi the Rock!,47917,Anime,1,https://cdn.myanimelist.net/images/characters/3/496316.jpg,,17,,
mal,221472,Ginjirou Yoshida,Bocchi the Rock!,47917,Anime,1,https://cdn.myanimelist.net/images/characters/6/500635.jpg,,6,,
mal,148394,Fumino Furuhashi,Bokutachi wa Benkyou ga Dekinai,38186,Anime,3,https://cdn.myanimelist.net/images/characters/9/363075.jpg,,2984,,
mal,154056,Mafuyu Kirisu,Bokutachi wa Benkyou ga Dekinai,38186,Anime,2,https://cdn.myanimelist.net/images/characters/13/492159.jpg,,1745,,
mal,157374,Asumi Kominami,Bokutachi wa Benkyou ga Dekinai,38186,Anime,1,https://cdn.myanimelist.net/images/characters/11/409042.jpg,,422,,
mal,148393,Rizu Ogata,Bokutachi wa Benkyou ga Dekinai,38186,Anime,1,https://cdn.myanimelist.net/images/characters/6/363076.jpg,,489,,
mal,150193,Uruka Takemoto,Bokutachi wa Benkyou ga Dekinai,38186,Anime,2,https://cdn.myanimelist.net/images/characters/3/363074.jpg,,520,,
mal,173711,Chiyoko Amada,Bokutachi wa Benkyou ga Dekinai,38186,Anime,1,https://cdn.myanimelist.net/images/characters/2/389252.jpg,,3,,
mal,173653,Shizuru Furuhashi,Bokutachi wa Benkyou ga Dekinai,38186,Anime,1,https://cdn.myanimelist.net/images/characters/15/399541.jpg,,24,,
mal,177663,Himura,Bokutachi wa Benkyou ga Dekinai,38186,Anime,1,https://cdn.myanimelist.net/images/characters/15/399546.jpg,,1,,
mal,173658,Kashima,Bokutachi wa Benkyou ga Dekinai,38186,Anime,1,https://cdn.myanimelist.net/images/characters/4/389025.jpg,,4,,
mal,170247,Ayuko Kawase,Bokutachi wa Benkyou ga Dekinai,38186,Anime,1,https://cdn.myanimelist.net/images/characters/16/379195.jpg,,1,,
mal,173651,Soujiro Kominami,Bokutachi wa Benkyou ga Dekinai,38186,Anime,1,https://cdn.myanimelist.net/images/characters/11/389018.jpg,,3,,
mal,173659,Machiko,Bokutachi wa Benkyou ga Dekinai,38186,Anime,1,https://cdn.myanimelist.net/images/characters/7/389027.jpg,,3,,
mal,173713,Mikuni,Bokutachi wa Benkyou ga Dekinai,38186,Anime,1,https://cdn.myanimelist.net/images/characters/10/399067.jpg,,2,,
mal,162186,Sawako Sekijou,Bokutachi wa Benkyou ga Dekinai,38186,Anime,1,https://cdn.myanimelist.net/images/characters/11/385495.jpg,,43,,
mal,173660,Teruaki Yuiga,Bokutachi wa Benkyou ga Dekinai,38186,Anime,1,https://cdn.myanimelist.net/images/characters/10/389028.jpg,,1,,
mal,170632,Mizuki Yuiga,Bokutachi wa Benkyou ga Dekinai,38186,Anime,1,https://cdn.myanimelist.net/images/characters/9/399542.jpg,,26,,
mal,173665,Hanae Yuiga,Bokutachi wa Benkyou ga Dekinai,38186,Anime,1,https://cdn.myanimelist.net/images/characters/6/389043.jpg,,2,,
mal,3120,Tomoyo Daidouji,Cardcaptor Sakura,232,Anime,2,https://cdn.myanimelist.net/images/characters/7/55687.jpg,,1826,,
mal,2897,Keroberos,Cardcaptor Sakura,232,Anime,2,https://cdn.myanimelist.net/images/characters/10/72106.jpg,,1111,,
mal,2671,Sakura Kinomoto,Cardcaptor Sakura,232,Anime,3,https://cdn.myanimelist.net/images/characters/5/86417.jpg,,5910,,
mal,3029,Shaoran Li,Cardcaptor Sakura,232,Anime,3,https://cdn.myanimelist.net/images/characters/7/234415.jpg,,2382,,
mal,3617,Nakuru Akizuki,Cardcaptor Sakura,232,Anime,1,https://cdn.myanimelist.net/images/characters/12/240841.jpg,,20,,
mal,29244,Sonomi Daidouji,Cardcaptor Sakura,232,Anime,1,https://cdn.myanimelist.net/images/characters/13/75608.jpg,,5,,
mal,3615,Nadeshiko Kinomoto,Cardcaptor Sakura,232,Anime,1,https://cdn.myanimelist.net/images/characters/6/70016.jpg,,33,,
mal,6768,Meiling Li,Cardcaptor Sakura,232,Anime,1,https://cdn.myanimelist.net/images/characters/5/70024.jpg,,170,,
mal,50347,Maki Matsumoto,Cardcaptor Sakura,232,Anime,1,https://cdn.myanimelist.net/images/characters/14/138111.jpg,,3,,
mal,89861,Makiko Midori,Cardcaptor Sakura,232,Anime,1,https://cdn.myanimelist.net/images/characters/5/287580.jpg,,5,,
mal,7134,Chiharu Mihara,Cardcaptor Sakura,232,Anime,1,https://cdn.myanimelist.net/images/characters/12/55199.jpg,,5,,
mal,3616,Kaho Mizuki,Cardcaptor Sakura,232,Anime,1,https://cdn.myanimelist.net/images/characters/16/91336.jpg,,15,,
mal,5771,Rika Sasaki,Cardcaptor Sakura,232,Anime,1,https://cdn.myanimelist.net/images/characters/15/78561.jpg,,5,,
mal,8874,Yuuki Tachibana,Cardcaptor Sakura,232,Anime,1,https://cdn.myanimelist.net/images/characters/11/75611.jpg,,31,,
mal,7139,Naoko Yanagisawa,Cardcaptor Sakura,232,Anime,1,https://cdn.myanimelist.net/images/characters/14/55198.jpg,,3,,
mal,3613,Yue,Cardcaptor Sakura,232,Anime,2,https://cdn.myanimelist.net/images/characters/8/55157.jpg,,694,,
mal,124037,Yusa Kurobane,Charlotte,28999,Anime,1,https://cdn.myanimelist.net/images/characters/7/288018.jpg,,202,,
mal,129120,Ayumi Otosaka,Charlotte,28999,Anime,2,https://cdn.myanimelist.net/images/characters/4/288021.jpg,,609,,
mal,122211,Nao Tomori,Charlotte,28999,Anime,3,https://cdn.myanimelist.net/images/characters/10/288020.jpg,,10147,,
mal,133457, Furuki,Charlotte,28999,Anime,1,https://cdn.myanimelist.net/images/characters/15/291758.jpg,,1,,
mal,133296, Kijima,Charlotte,28999,Anime,1,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png,,1,,
